@RELATION	testSet

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Economy,585211428711313409,'trend of #chinese #investment in #eu looks set to continue  quoting @bakermckenzie @ @freshfields #fdi #asialaw'
Politics,585210921435410432,'how to fight against pro-putin’s propaganda in the european union: olivier védrine'
Social,585210517662388224,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585209947169914882,'british exit from the eu would be damaging for the north east says new report'
Social,585209088964964353,'european union film festival 2015: part four by aaron pinkston (@pinkstonaa)'
Social,585208661443739648,'european union film festival 2015: part four by aaron pinkston (@pinkstonaa)'
Social,585208135469690880,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585208052393103360,'major child abuse cover-up happening now in london!please sign petition to stop it:#gamergate #anon #opdeatheaters'
Social,585207828467572736,'@garrulousgooner 80% would be because its against the rules to sign a player under 18 outside of the european union.'
Technology,585205739796307968,'european union prepares to file antitrust lawsuit against google'
Politics,585205361075949569,'rebuild the european union'
Social,585205218167627776,'major child abuse cover-up happening now in london!please sign petition to stop it:#ge15 #ge2015 #generalelection'
Economy,585204443567751169,'now the eu wants to raise britains foreign aid spending by £1 billion amid defence fears'
Politics,585204424022298625,'when we had a vote to join the common market eastern european countries were firmly under the control of the soviet union. now they are eu'
Economy,585204291452985344,'surge of #chinese investment in #eu in first quarter looks set to continue.'
Social,585204163182784512,'european union news | euronews: latest breaking news and headlines about european union'
Economy,585203957812703233,'trend of chinese investment in european union looks set to continue'
Politics,585203830570246144,'@eatlikeuloveu ...insurance etc to visit any other country even those in the european union. why is it down to us?'
Politics,585202805708824576,'"mr. putin visited hungary the european union’s autocratic backslider" this is painfully true :/'
Social,585202060603346945,': goal celebration...  #celebration #goal #hotspur #manchester #rooney #tottenham #united #wayne'
Economy,585201876880252928,'trend of chinese investment in european union looks set to continue  via @scmp_news'
Politics,585200725791223810,'assistant professor in the field of european union law (f/m)– 10 fte   @erasmusuni'
Technology,585200580550856705,'the european union is preparing to sue google and it wants a fight #privacy '
Technology,585196243829268481,'top analysts discuss european union regulatory investigation into apple -  #googlealerts'
Economy,585196137524699136,'chinese investment in european union looks set to continue -  #googlealerts'
Technology,585196133913354240,'2015 european geosciences union - general assembly (12-17 april 2015)please visit our booth (#19) to see the...'
Politics,585195497989795840,'"@nytimes: using cash and charm putin has methodically targeted the european union’s weakest links "'
Politics,585194788405846016,'@fixedopsgenius  both the nato and the european union has its headquarters in brussels.that is why brussels is a known city.'
Social,585194770072469504,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585192243516071936,'do you agree that oswald mosley was a fascist? yes then you agree the european union is fascist and if you support the eu you are a fascist'
Social,585190550179028992,'in european union everyone is not in union and dont like each other until you not tell in talk with them "stinky europe"'
Economy,585190277217914880,'@kristofermitch4 @ukipsoutheast @adams4aylesbury @ukip yeah the european economic community in 1973 right? not a political union!'
Politics,585189990604353536,'@1everydaywoman i wait with bated breath for the european union to apologise for leaving england off its map.'
Economy,585189703827202051,'both ukip & the tories want to damage the north-easts regional economy by leaving the eu. were better in than out:'
Politics,585189648034615296,'since i told this too many times im really feeling when im in poland that first "im in europe union and european" hehe'
Social,585188949406134276,'crazy nation one thing with history and few more to like this part of european union just using this name for it since my "stinky europe"...'
Politics,585188406331703296,'#netanyahu for liberals obamas iran deal is everything: european union high representative for ...  #israel #uhf'
Politics,585188353642995713,'finally mr european union gets stuck into the election campaign #tonyblair'
Politics,585187540539482113,'council of the european union: equal voting rights and procedures for all eu citizens in ep elections  via @change'
Politics,585186904469024770,'what every country in the european union is best at'
Politics,585186025833639936,'british exit from the eu would be damaging for the north east says new report'
Politics,585183950391369728,'yes one of the countries aims to join the european union.'
Economy,585183843671384065,'ireland is the fastest growing economy in the european union'
Economy,585183843621044224,'ireland is the fastest growing economy in the european union'
Economy,585183843541352451,'ireland is the fastest growing economy in the european union'
Economy,585183843491028992,'ireland is the fastest growing economy in the european union'
Economy,585183843377745920,'ireland is the fastest growing economy in the european union'
Social,585183539563470848,': latest world news -...  #associations #european #football #israel #latest #news #uefa #union'
Politics,585182358233579523,'uw european union center of excellence we got sweden!friends of the euce at upitt what did you get?'
Politics,585182239648022528,'poll: do you think the uk should leave the european union?'
Social,585180458801111040,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160 .'
Politics,585180219629264896,'case and materials on european union law by george a. bermann (2002...'
Politics,585177825998667776,'case and materials on european union law by george a. bermann (2002...'
Politics,585177172576493568,'narendra modi improves relations with european union eyes defense deals and co-operation in skill india and...'
Technology,585176213175566336,'this is why the european union hates big tech companies'
Politics,585175931431555072,'“@nytimes: using cash and charm putin has methodically targeted the european union’s weakest links ”'
Politics,585175538412695552,'1000 signatures for equal voting rights in ep elections!  via @ukchange'
Economy,585174664386842625,'trend of chinese investment in european union looks set to continue via @scmp_news'
Social,585174366234763264,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Politics,585174051401797632,'#politics eu donates nine vehicles to deconcentration support in liberia: monrovia — the european union (eu) t...'
Politics,585174000361349121,'“@nytimes: using cash and charm putin has methodically targeted the european union’s weakest links ”charm?putin?'
Politics,585173973949816832,'“@nytimes: using cash and charm putin has methodically targeted the european union’s weakest links ” good luck cyprus'
Politics,585173508315054080,'"@nytimes: using cash & charm putin has methodically targeted the european union’s weakest links " @whitehouse losing'
Politics,585172146546221057,'nytimes: using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585171949107683328,'rt nytimes"using cash and charm putin has methodically targeted the european union’s weakest links "'
Social,585171727115755520,'eu: ban fur farming in the european union  via @change'
Politics,585171436416978945,'from @nytimes : using cash and charm putin has methodically targeted the european union’s weakest links'
Technology,585171415399276544,'this is why the european union hates big tech companies'
Economy,585171364031631360,'trend of chinese investment in european union looks set to continue: @scmp_news'
Politics,585171033822470144,'using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585170162145431553,'nytimes: using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585169904787140609,'nytimes: using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585169887171112961,'“@nytimes: using cash and charm putin has methodically targeted the european union’s weakest links ” @nderi_j @vneemu'
Economy,585169785048195072,'wondered how long it would be before the salary cap issue was raised. got a point when it comes to europe'
Politics,585169276782452736,'rt nytimes "using cash and charm putin has methodically targeted the european union’s weakest links "'
Politics,585169212844470272,'using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585169168917524482,'using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585168299996086272,'nytimes: using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585168111730462720,'using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585167990607478784,'nytimes : using cash and charm putin has methodically targeted the european union’s weake…'
Politics,585167944906342400,'using cash and charm putin has methodically targeted the european union’s weakest links'
Politics,585167666433941504,'putin is doing everything he can to dismantle the european union. paying far right movements forcing greece to leave the union etc.'
Social,585166256619261952,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Social,585165540165033984,'@governordeal the european union has banned the use of cruel steel-jaw traps in europe. #vetohb160'
Economy,585165371289636865,'#ireland is the fastest growing economy in the european union | economy watch'
Economy,585164587944804352,'rt @karla_ff7_dnb @ukip: now the eu wants to raise britains foreign aid spending by £1 billion amid defence fears'
Economy,585164447011872768,'ireland is the fastest growing economy in the european union: latest news about the state of the world economy...'
Economy,585164057545703424,'trend of chinese investment in european union looks set to continue  via @scmp_news'
