@RELATION	training4000

@ATTRIBUTE	class		{Politics,Economy,Social,Technology}
@ATTRIBUTE	id			NUMERIC
@ATTRIBUTE	content		STRING

@DATA
Politics,582790783113252864,'ed miliband: eu exit threat makes reforms harder to negotiate  via @instapaper'
Social,582789971481911296,': fifa 15-chelsea vs. manchester united  #fifa #manchester #united'
Politics,582789335616892928,'eu observers commend nigerian elections: [deutsche welle] election observers from the european union have givenâ€¦'
Politics,582787411857563648,'in his europe tour pm @narendramodi should get the european union to apologize for the crimes of christianity...'
Social,582785660576276480,'european union: revealing europes hidden landscape'
Social,582785561036894208,'mixed opinions on u-multirank'
Politics,582785142852177920,'eu observers commend nigerian elections: [deutsche welle] election observers from the european union have give...'
Technology,582784851411017729,'european union can provide india with advanced technology says joao cravinho - the economic times'
Economy,582784462284558336,'update: news from the eu parliament european union eu affairs and eu entrepreneurship:  /via analyticus'
Social,582784189382152192,'european union law: cases and materials by damian chalmers gareth davies gior'
Social,582783910842667008,': fifa 15 career mode - manchester united...  #career #fifa #gameplay #manchester #mode #united'
Politics,582781199812194304,'@marrymebigbro hm? germany stepped down as president of the european union so they elected a new one in january and they chose me -he/'
Social,582780888389402624,'european union law: cases and materials by damian chalmers gareth davies gior'
Politics,582778997429248000,'#greece #griekenland european union walks a tightrope with ukraine and greece - irish exami...  #openn #europe #eu'
Politics,582778995705446400,'#greece #griekenland european union walks a tightrope with ukraine and greece - irish exami...  #openn #europe #eu'
Politics,582778993855754240,'#greece #griekenland european union walks a tightrope with ukraine and greece - irish exami...  #openn #europe #eu'
Social,582777130527817729,'\noffical website of the european union reported to @xssposed  #xss'
Politics,582776795797303296,'@ekarlova @jonstradamus im against the european union : i want europe to be with russia : not being with the usa nato israã«l uk !'
Politics,582775176762404864,'@jonstradamus @ekarlova not only usa the european union nato israã«l the uk ! not to forget qatar and saudi arabia'
Politics,582775094138662912,'european union walks a tightrope with ukraine and greece - irish examiner'
Social,582774967168724992,'brighton & hove albions amex stadium could host european rugby ... - sports mole: sports molebrighton & hove ...'
Politics,582773976738365440,'#griekenland #greece european union walks a tightrope with ukraine and greece - irish exam...  #openn your #europe'
Politics,582773974678966272,'#griekenland #greece european union walks a tightrope with ukraine and greece - irish exam...  #openn your #europe'
Politics,582773973416484864,'#griekenland #greece european union walks a tightrope with ukraine and greece - irish exam...  #openn your #europe'
Politics,582773227371515904,'the institutions of the european union (the new european union series)  good b'
Economy,582772679813390336,'tomorrow on @kpmgnz #earlyedition: the european union deregulates milk production; uk election season; and we speak to @honbillenglish'
Economy,582772284110209024,'european union hopes for positive outcome in russia-ukraine gas talks - economic times'
Politics,582771149991325696,'the mumbai-european union partnership - longstanding and with focus on concrete solutions @eu_in_india @mumbaifirst'
Economy,582771130483666945,'? ? great news for canada!  ? ? ?\nhonda canada planning to export vehicles to europe for the first time \n'
Politics,582768828981051392,'us secretary of state john kerry sits with german chinese european union french britishâ€¦'
Politics,582768669706473472,'\"the european union is facilitating feelings of german supremacy against its  fundation\"-the meaning of fingergate'
Politics,582768193548247040,'bbc coverage of european union biased mps find @telegraph . very true @bbcnews lost impartiality'
Politics,582767791746379776,'dutch foreign minister koenders speech on house of cards macchiavelli and the eu: \"renewing the european promise\" â€”'
Politics,582765646678790144,'european union walks a tightrope with ukraine and greece'
Social,582765489044230144,': manchester united vs tottenham hotspur...  #hotspur #manchester #relax #tottenham #united'
Politics,582765260882333696,'north american union because the european union has worked so well? the march is on to destroy the united states part of usa #pjnet #tcot'
Social,582762060645203968,'if you eat meat in the united states buyer beware: the european union china and russia have decided certain ...'
Social,582762058334113792,'if you eat meat in the united states buyer beware: the european union china and russia have decided ...  #debate'
Social,582761534163697664,'@tosh_thompson24 @a2rongray european union was pushing to get him granted limited immunity in the states so he can whistleblow.wont happen'
Politics,582761380471808000,'no evidence of systematic manipulation during nigerian election: european union. @ann7tv'
Politics,582757379256623104,'#intlorganizations nato head outlines areas for increased cooperation with eu: â€¦  between the european union a...'
Politics,582751710050816000,'#ukraine european union walks a tightrope with ukraine and greece: however now it has to deal with two...  #world'
Politics,582751615960125441,'european union walks a tightrope with #ukraine and #greece  #stoprussianaggression'
Social,582748828526358528,'@jenalive11 @lovesickmeiody absolutely anything made in europe its illegal to animal test in the european union for non medical reasons'
Social,582748531733184512,'european union##19% of women are at risk of poverty'
Politics,582748061266411520,'@cgsultan1 well definitely threatened putins concept that european union = us = fascist. and nato = us = fascist. thus cia did kiev. scary'
Politics,582746062403801089,'turkey \"claims 16 oil-rich greek islands\" of aegean sea of european union.:  via @youtube'
Technology,582744867920584704,'atomsoffice: leave facebook if you value your privacy says european union\n #facebook #privacy #cybersecurity #câ€¦'
Technology,582744395969126400,'atomsoffice: leave facebook if you value your privacy says european union\n #facebook #privacy #cybersecurity #câ€¦'
Politics,582740780592283648,'the crisis in europe: how the greek debacle exposes structural flaws in the european union  #gapol'
Economy,582739899985440768,'the european union is under increasing pressure to curtail its anticompetitive subsidies to farmers.[900034]'
Economy,582739157895802881,'up to date news from the eu parliament european union eu matters and eu entrepreneurship:  /via analyticus'
Politics,582737347768283136,'irish examinereuropean union walks a tightrope with ukraine and greeceirish examinerthe european union stands ...'
Social,582736152219774976,'passport check [via ]'
Politics,582735720663498752,'turkey \"claims 16 oil-rich greek islands\" of aegean sea of european union.'
Politics,582733866672099328,'whats new: what future for the european union #classwar'
Politics,582732144461545472,'european union walks a tightrope with ukraine and greece - irish examiner'
Politics,582731552620089344,'working party 24 european union member states meet to discuss #hatecrimes -...'
Politics,582728019216764930,'@edwardnh \"just days after it was elected in january denounced european union sanctions against russia over ukraine.\" is factually wrong.'
Politics,582726404997009408,'as the world waits for the final results of last weekends elections the european union (eu) has warned that it...'
Social,582726057662414848,'understanding eu daylight saving time (european union summer time)'
Social,582725101151510528,'the european union daily news  is out!  stories via @etreilly @hatakeyui @leeoviidal_'
Social,582721697402523649,'european union of gymnastics set up working group to develop sports future strategy'
Social,582719608186150912,'collapse of the european union | jim willie (part 2):  via @youtube'
Politics,582719328409284608,'\"the suggestion that a country may voluntarily exit the european union is no longer on the cards\"\nalso true for uk?\n'
Politics,582719214118522880,'nato chief seeks closer cooperation with the european union: nato chief seeks closer cooperation with the euro...'
Politics,582717960080527360,'european union walks a tightrope with ukraine and greece'
Politics,582714700229713920,'@usarmy theres no congress and theres no american states countrytheres no united nations theres no union european in europe'
Politics,582712125405204481,'@nigel_farage actually at the very end:  â€œwith the support of creative media media programme of the european unionâ€¿'
Politics,582710113699512320,'press release - the european union must urge member states to eliminate guardianship regimes \n\ninclusion europe the european association ofâ€¦'
Technology,582707825010483200,'#type2diabetes: chmp recommends #empagliflozin/metformin hydrochloride for approval in the european union'
Economy,582706349101862912,'#politics european union equities are currently trading at a 23.6x price-to-earnings ratio compared to sub-20...'
Politics,582706240486277120,'what we observed in nigeriaâ€™s election â€”eu c/wealth ndi  the european union (eu) commonwealth and national demoâ€¦'
Social,582705424031354880,'detention of asylum seekers in the european union and aus... â· events at the university of melbourne'
Economy,582705390703501313,'nearly one million new \"green jobs\" are expected to be created in china the united states and the european union by 2030 if the regions stâ€¦'
Economy,582705382679805952,'nearly one million new \"green jobs\" are expected to be created in china the united states and the european union by 2030 if the regions stâ€¦'
Economy,582703949674774528,'honda canada planning to export vehicles to europe for the first time: alliston ont. - honda canada plans to ...'
Politics,582702193616154624,'eu commends inecâ€™s elections says challenges abound: by evelyn okakwu the european union election observation...'
Social,582700932519071744,'@stepherzzx @ltsyourfoodporn   inside the european union by law the term parmesan may only be used to refer to parmigiano-reggiano itself;'
Politics,582700740616941568,'#ge2015: @ed_miliband: eu exit threat makes reforms harder to negotiate'
Social,582699718897242115,'honda canada to produce new model for export to the european union - ctv news | @scoopit'
Technology,582699358136770560,'atomsoffice: leave facebook if you value your privacy says european union\n #facebook #privacy #cybersecurity #câ€¦'
Politics,582698593326391296,'top #univ story: mixed opinions as european union-funded ranking effort enters â€¦  see more'
Technology,582696954112663552,'leave facebook if you value your privacy says european union\n #facebook #privacy #cybersecurity #cyberbulle protecâ€¦'
Social,582695379357069312,'higher ed news: mixed opinions as european union-funded ranking effort enters second year'
Social,582695370913771520,'it also still has this european union crap all over it (which ironically has only one thing right about it - free movement of people).'
Social,582694764652470274,'rugby union from bbc euro campaign significant - humphreys - boss david humphreys says gloucesters european chall...'
Social,582694383838953472,'mixed opinions as european union-funded ranking effort enters second year'
Technology,582693980229382144,'leave facebook if you value your privacy says european union\n #facebook #privacy #cybersecurity #cyberbulle'
Politics,582693910952026112,'update: news from the eu parliament european union eu matters and eu employment:  /collected via analyticus'
Economy,582693895198261248,'european union equities are currently trading at a 23.6x price-to-earnings ratio compared to sub-20x in ...'
Politics,582692858412548096,'@kpchngnmyname @youkantfindme there is talk about us leaving the european union tho to stop it all because they are puttin a strain on our'
Social,582692004137705472,'we are calling on the european union to put health before profit and reject ttip @nhaparty'
Politics,582687365795172352,'is the european union dying? | human events'
Politics,582683308234002432,'the european union is pursuing discussions with the #philippines #eu'
Politics,582680576315920384,'the european union (eu) is a \"united states of europe\"'
Politics,582680370136510464,'nato chief seeks closer cooperation with the european union'
Social,582678507173494784,'european union of gymnastics set up working group to develop sports future strategy: a working group has been ...'
Economy,582678506506600448,'honda canada to produce new model for export to the european union: &lt;br&gt; prime minister stephen harper a...'
Social,582677992452681728,'european union of gymnastics set up working group to develop sports future strategy'
Politics,582677822549917698,'european union states to be precise â€œ@mrsgiroud: was femi fani kayode talking about 23 states in the usa? ?â€¿'
Politics,582674553786277889,'zimbabwe: europe extends sanctions on mugabe - the european union yesterday renewed for another year its...'
Politics,582673855807778816,'google news: nato chief seeks closer cooperation with the european union - town hall'
Social,582672677091086336,'#eu tells citizens to leave #facebook if you value #privacy:'
Economy,582670279190556672,'\"eurasian economic union suggests strategic partnership to european union.\"'
Social,582668911772041216,'record support for staying in the european union  #newsnight'
Technology,582664525314453505,'europol the european unions law enforcement agency has warned about the growing use of encryption for online communications #digitaltalk'
Politics,582663710704996353,'nato chief seeks closer cooperation with the european union'
Social,582661795283738624,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup qu...  #rugby'
Politics,582661725708787715,'it is time for a referendum on our membership of the european union.'
Economy,582661058952720384,'the head of cfa institute about the expansion of the shadow banking system banksã¢â‚¬â„¢ future and the european ban...'
Economy,582657854433320960,'access investments-european union- romania: the european commission has said it wants to aboli...'
Economy,582657822552289280,'honda canada planning to export vehicles to europe for the first time'
Politics,582656743202799617,'ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582653381476540416,'@andyklomhq please spread word & sign petition about #eu #votingrights for #ep2014   #believeinitactonit'
Politics,582652381994881025,'whats new: what future for the european union  #austerity #euromemo'
Politics,582651808105033731,'manager european union affairs #brussels #schneider electric nv'
Politics,582650799659950081,'google news: nato chief seeks closer cooperation with the european union - town hall'
Technology,582650607342743552,'#europeanunion can provide #india with #advancedtechnology says joao cravinho - @theeconomictimes on mobile'
Politics,582649651712536576,'global nuclear disarmament #glonudi & the european union\n#irantalks #eu #geopolitics #lausanne #foreignpolicy\n'
Politics,582649541792555009,'i just found the online course \"the european union in global governance\" on @iversity. check it out:  #mooc'
Politics,582649421671768064,'#politics nato chief seeks closer cooperation with the european union: ã¢â‚¬â¦  more joint action with the european ...'
Politics,582648602780110850,'up to date news from the eu parliament european union eu matters and eu employment:  /collected via analyticus'
Economy,582648529870401537,'honda canada to produce new model for export to the european union - ctv news'
Economy,582648513009324032,'honda canada to produce new model for export to the european union - ctv news'
Technology,582648189595082752,'bulgaria signals interest in accessing the planned #lng terminal in croatia. interconnector would be needed.'
Politics,582645668805738496,'spains low-quality democracy is \"incompatible with the european unionã¢â‚¬â„¢s commitment to democratic participationã¢â‚¬â¦'
Social,582645618197307392,'\"@midwestfilm: now through thursday join our friends at the siskel @filmcenter for the european union film festival! \"'
Economy,582645444712501248,'@asklloydsbank hello can you tell me what is the cost to receive a bank transfer from a bank in european union using sepa in gbp?'
Politics,582645427704598529,'nato chief urges closer eu cooperation'
Politics,582644808226902018,'spains low-quality democracy is \"incompatible with the european unionã¢â‚¬â„¢s commitment to democratic participationã¢â‚¬?'
Economy,582644733106892800,'honda canada plans to take advantage of the still-to-be ratified free-trade agreement with the european union toã¢â‚¬â¦'
Politics,582644523018399745,'im not massively political but given the choice of getting out of the european union and having our country run...'
Social,582644295162847233,'18th annual european union film festival in chicago  #profmcb'
Social,582643731502751744,'european union / instrument for pre-accession ass?stance energy sector program ã¢â‚¬â€œ phase 2 project'
Economy,582643245970247681,'honda canada planning to export vehicles to europe for the first time | national newswatch'
Technology,582643030752137216,'support maximilian schrem. he is fighting for us. facebook data privacy case to be heard before european union court'
Social,582642290428002304,'sweden - a new paradise for romani beggars: \n\nthanks to the european union and freedom of movement that follow...'
Economy,582641312052183040,'two new chapters open in negotiations between montenegro and the european union: podgorica ...  #montenegroã¢â‚¬? #ibna'
Social,582641238597222400,'russian union creates role of anti-racism inspector'
Economy,582639768514600960,'#ibna two new chapters open in negotiations between montenegro and the european union: podgorica ...  #montenegro'
Economy,582637816313712640,'hondas #alliston factory will produce cr-v models destined for the european union market: . the pm attended. #cdnpoli'
Economy,582636821491892224,'honda canada planning to export vehicles to europe for the first time'
Social,582635147754897408,'kompaãƒâ¯ @ european innovation partnership on active and healthy ageing\nmore at'
Economy,582634692320440320,'european union economic partnership agreement'
Social,582634687996166144,'european style 2014 union jack prints/ loose large'
Social,582634647831592960,'european union says leave facebook if you valã‚â€¦  imore stitme will secure your #privacy life ã¢â‚¬â¦'
Politics,582634556714516481,'@shazmena do you seriously believe the european union is democratic?'
Politics,582634354536554496,'@cceuropa european union should be really a union in stead of a fragmentary conglomerate of nations. use now! only my opinion course'
Social,582634334840074240,'eu bike (teaser)  28 countries of the european union by bike -'
Politics,582634223695208449,'poll: do you think the uk should leave the european union?'
Social,582633809646063617,'european union says leave facebook if you valã‚â€¦  @imore stitme will secure your #privacy life'
Economy,582631869264592896,'#pmsh touts canada-eu trade dealie as honda canada announces exports to europe for 1st time  #cdnpoli'
Politics,582631544537387008,'read foreign minister koenders speech on house of cards macchiavelli and the eu. \"renewing the european promise\"'
Politics,582631298763755520,'dutch fm koenders: eu army doesnt make much sense. but ..  we should continue to shape our common defence policy.'
Politics,582631188138835968,'#intlorganizations nato chief urges closer eu cooperation: ã¢â‚¬â¦ ã¢â‚¬â€?the european union and the north atlantic treaty...'
Politics,582630880390344704,'#vapers #europe sign pls'
Economy,582630652618653697,'#greece debt dispute: [ european ] union outraged by greek - russian friendships \n#eurochat'
Economy,582630381406519296,'honda canada planning to export vehicles to europe for the first time (business)'
Social,582630360644759552,'#nl fm #koenderseu: need to stand up for what we believe in to defend values well-being freedom security:'
Politics,582630168755326976,'mixed opinions as european union-funded #ranking effort [@umultirank] enters second year @insidehighered'
Social,582629786427768834,'mr bert koenders dutch mofa: \"battlegroups - like your grandmothers sofa..\" via @dutchmfa #eubg #nbg15 #svfm'
Social,582629074771689472,'#travel travelling by train bus and boat in the european union this easter? did you know that there are rights...'
Politics,582628917799948289,'tory mps fury as eu hands millions to eco group who want brussels to sue britain | uk | news | daily express'
Politics,582628812858494976,'@tonynevin @guardian @ed_miliband uk net contribution is currently well past that already and will likely rise \"lol\"'
Technology,582628310615760896,'thoughts and take aways from riga! e-skills call to action in the european union'
Social,582628039005249536,'i really enjoyed european jazz union with @mrchadders on @soulandjazz'
Politics,582627783945261056,'brussels (reuters) - after decades of punching above its weight in europe britains influence in the european union is waning even'
Economy,582627601652584448,'honda canada to produce new model for export to the european union - national news - mobile'
Social,582626802209824768,'council of the european union: stop ecig ban  via @ukchange'
Politics,582626435275317248,'@guardian   we dont want to be #governed by the #eu or you #reded'
Social,582626177229017089,'@oosunshineeoo ohhh bcoz the european unions just approved us to be able to travel there without having to get a visa wohoooo  its gonna'
Social,582626064901529600,'i added a video to a @youtube playlist  victoria ii ultimate mod let us build a german european union #23'
Politics,582625426884837376,'nato chief seeks closer cooperation with the european union on new security challenges'
Social,582625372157673472,'greeting fellower lover of our great inclusive diverse and peaceful european union @mjs64.\nunity in diversity!'
Economy,582623450008817665,'in wake of prolonged austerity in the #eu should #natos standard of 2% gdp investment in defence be revised?  @wsj'
Politics,582623349093883904,'nato chief seeks closer cooperation with the european union #ukraine'
Politics,582623122794250240,'nato chief seeks closer cooperation with the european union'
Social,582621596696838144,'speech fm #koenders on europe addressed students @sibleiden tonight:  #koenderseu'
Politics,582621590245888000,'the only time in history that the uk has defeated the imposition of european union directives that adversely...'
Social,582620930960130048,'helsinn receives positive chmp opinion for akynzeo for #chemo induced vomiting  #healthinnovations #pharma #health'
Politics,582620654308052992,'alliance chief says nato and eu can jointly counter russiaã¢â‚¬â„¢s ã¢â‚¬å“hybrid warfareã¢â‚¬?'
Social,582620570359070720,'\"the european union-sponsored u-multirank releases its second annual ranking of global universities today.\"'
Social,582619854332547073,'reading manifesto pledge six: interesting we want to stay in the european union #rdguk #ge2015'
Politics,582619606742798336,'ã¢â‚¬å“@natopress: #nato & eu can jointly counter hybrid warfare - @jensstoltenberg @ #euparliament  @naftalibendavid @wsjã¢â‚¬?'
Economy,582619537738113024,'#hondanews : honda canada to produce new model for export to the european union: alliston ont. -- honda canad...'
Economy,582619362818985984,'mt @icijorg : loopholes and taxation: overseeing a fairer european union by @vestager  #luxleaks'
Politics,582618210769321984,'ed miliband: eu #exit threat makes reforms harder to negotiate'
Economy,582617866521935872,'european union prize for contemporary architecture: mies van der rohe award 2003'
Economy,582617667632295937,'european union prize for contemporary architecture: mies van der rohe award 2003'
Politics,582617663035174913,'european union: please take action regarding romania a european country challenging europe  via @change'
Economy,582617055066791936,'mixed opinions as european union-funded ranking effort enters second year @insidehighered'
Social,582616786354487296,'i liked a @youtube video  the european union explained*'
Politics,582616651952189441,'curious about the eu? register for euro/ps 385 - politics of the european union this summer. the online course runs june 15-august 6.'
Economy,582615889461276674,'loopholes and taxation: overseeing a fairer european union:'
Social,582615115041656832,'now through thursday join our friends at the siskel @filmcenter for the european union film festival!'
Economy,582614789156794368,'honda canada to produce new model for export to the european union - ctv news'
Economy,582614586731425792,'@usercancelled bye all of us in the european union are poor af what makes him think we can afford it'
Politics,582614555836203008,'.@jensstoltenberg: #nato and #eu can jointly counter #russiaã¢â‚¬â„¢s ã¢â‚¬å“#hybrid warfareã¢â‚¬?  #turpo via @natopress'
Politics,582614337816154112,'nato chief seeks closer cooperation with the european union: brussels (ap) -- nato&#039;s secretary-general wa...'
Social,582614334691373056,'type 2 diabetes chmp recommends empagliflozinmetformin hydrochloride for approval in the european union: ingel...'
Politics,582614030197661697,'britain needs a referendum on the european union  miliband has lost @uklabour the election ...tut tut'
Politics,582613985754660864,'by ranti joseph the european union said there was no evidence of systematic manipulation ofã¢â‚¬â¦'
Politics,582613474850799617,'@scponu #scpoannan \"i consider the european union as a very important development. war in europe is now unthinkable\"'
Politics,582613454097383426,'\"war in europe has become impossible thanks to the european union\" #scpoannan'
Politics,582613353408962561,'@gdnpolitics: ed miliband: eu exit threat makes reforms harder to negotiate'
Politics,582612977637036032,'#nato & the eu can jointly counter hybrid warfare - @jensstoltenberg at #european parliament  @naftalibendavid @wsj'
Politics,582612685226946560,'abegi\"@africafactszone: \"no evidence of manipulation in nigeriaã¢â‚¬â„¢s election.\" ã¢â‚¬â€œ eu (european union). source: @vanguardngrnews\"'
Economy,582612096350818305,'#stoltenberg threats in 2014 increased but nato defence spending decreased 3%. it has to stop'
Economy,582611965098475521,'@hondacanada to produce new model for export to the european union. #honda #hondacanada #crv'
Economy,582610577262055424,'mixed opinions as e.u.-funded u-multirank project enters second year:'
Politics,582610563919966208,'#nato chief seeks closer cooperation with the european union (from @ap)'
Economy,582610020069593088,'honda canada to produce new model for export to the european union: honda canada is going to produce a new modelã¢â‚¬â¦'
Economy,582609750447124480,'@drmcashin mixed opinions as european union-funded ranking effort enters second year: ã¢â‚¬å“the european union-spon...'
Politics,582609232144543746,'bulgaria works for introducing the european energy union in south-eastern europe: president #energyunion'
Politics,582609118029975552,'nato chief urges closer eu cooperation: the european union and the north atlantic treaty organization must fin...'
Economy,582608852895588352,'honda canada to produce new model for export to the european union - ctv news'
Economy,582608851159130113,'honda canada to produce new model for export to the european union - ctv news'
Politics,582608276023418880,'eu observers commend nigerian elections: election observers from the european union have given nigeriaã¢â‚¬â„¢s gener...'
Politics,582608197145534464,'election observers from the european union have given nigeriaã¢â‚¬â„¢s general elections a clean billã¢â‚¬â¦  #deutsche #sprache'
Politics,582607988273201152,'nato chief seeks closer cooperation with the european union - abc news  via @abc'
Politics,582606462679171073,'top-down regulation of models bodies bad idea.. its about time for european models union i.e. @modelallianceny'
Politics,582606054631968768,'bulgaria works for introducing the european energy union in south-eastern europe: president: sofia. bulgarian ...'
Economy,582605491798302720,'honda canada to produce new model for export to the european union - yorkton news review'
Economy,582605135236493312,'#breakingnews honda alliston to produce new model vehicle for european union. pm harper on hand for announcement today. cross over cr-v.'
Economy,582604880281538560,'#breakingnews  #honda in #alliston \nis going to produce a new model for export to the european union.'
Economy,582604879673335809,'#breakingnews  #honda in #alliston \nis going to produce a new model for export to the european union.'
Economy,582604879090348033,'#breakingnews  #honda in #alliston \nis going to produce a new model for export to the european union.'
Economy,582604878461198336,'#breakingnews  #honda in #alliston \nis going to produce a new model for export to the european union.'
Politics,582604551930408960,'dw news now: eu observers commend nigerian elections - election observers from the european union have given niger...'
Politics,582603988983517184,'reminder: heartless and callous #tories block ã‚â£3m european union fund to feed the hungry and poor  #election2015'
Politics,582603578281308160,'the european union :\n\nbecause the country needs to be run by people whose names are impossible to spell  :'
Politics,582603352640524288,'not one to like crowds sally is headed to the most sparsely populated country within the european union. keep my egg safe! #findsally'
Politics,582603349293436928,'up to date news from the european union eu parliament eu matters and eu entrepreneurs:  /collected via analyticus'
Social,582603316330303488,'lord mogg a specialist in energy regulation: the creation of the union of european energy is not a dream'
Politics,582603310487633920,'nato chief seeks closer cooperation with the european union'
Social,582603271287652353,'lord mogg a specialist in energy regulation: the creation of the union of european energy is not a dream...'
Social,582603056451330048,'@effiedeans so as a supporter of the european project (a union of nation states) what is your problem with scotland standing as (1/2)'
Economy,582602867036413952,'honda canada to produce new model for export to the european union (business)'
Economy,582602449040646146,'honda canada to produce new model for export to the european union   (business)'
Politics,582602244429717506,'harris ikonomopoulos from union of bilateral european chambers in #greece tells @skyswashington \"time for an honourable agreement\" #germany'
Economy,582602210892185600,'#honda motor : canada to produce new model for export to the european union  $7267'
Politics,582601536628338688,'google news: nato chief seeks closer cooperation with the european union - town hall'
Politics,582600746270507008,'@markandrewboyer & @therealnigelman spent spring break at the eu headquarters in brussels. heres what they learned:'
Politics,582600292375515136,'negotiations and decision-making in the european union - teaching and learning through role-play simulation games'
Social,582599953933041664,'someone created a wikipedia article about \"historical archives of the european union\". help expand it! #europeanunion'
Politics,582599540299034624,'nato chief seeks closer cooperation with the european union  free tool online'
Politics,582598890710568960,'nato chief seeks closer cooperation with the european union'
Politics,582598631175245824,'eu observers commend nigerian elections: election observers from the european union have given nigeriaã¢â‚¬â„¢s gener...'
Politics,582598013568163840,'eu observers commend nigerian elections: election observers from the european union have given nigeriaã¢â‚¬â„¢s gener...'
Social,582597929136865280,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cupã¢â‚¬â¦  #rugbyunion'
Social,582597785385566208,'the gene siskel film center 18th annual european union film festival continues this week:'
Politics,582596944125558784,'nato chief urges closer eu cooperation'
Politics,582596904212631552,'interesting reading: a european union army is a terrible idea'
Politics,582596804266459136,'nato chief urges closer eu cooperation  via @wsjworld'
Politics,582596799959064577,'the future of britain is in question: a britain inside of the european union or a britain outside of the eu? what do you think? #haveyoursay'
Politics,582596695357280257,'@dazdrewett   vote conservative to have a referendum on  membership of the european union'
Politics,582596162705887233,'@f_fusterfabra #russia vs @europe_ today with ukraine in middle   @european_union #sanctions #naturalgas #geopolitics'
Politics,582595897369997313,'he has become the poster boy for efforts to stop money laundering in britain and the european union.'
Politics,582595825278259200,'article 50 of the treaty on eu gives notice to leave the european union>automatically happen after two years after notifying>camerons a liar'
Politics,582595671422840833,'#russia vs @europe_ today with ukraine in the middle   @european_union #sanctions #naturalgas #geopolitics'
Politics,582595414513311745,'a love-struck frenchman has been caught allegedly trying to smuggle his young russian wife into the european union in a suitcase.'
Politics,582595197600718848,'@olliegreenmusic ure so dam cute aw\n\nthen could you help me with something? its about a bullying project of the european union'
Politics,582595102016737280,'nato chief urges closer eu cooperation (wsj)'
Politics,582594599362908160,'nato chief urges closer eu cooperation'
Politics,582593871957364736,'council of the european union: stop ecig ban  via @ukchange'
Politics,582593451813945344,'ed miliband: eu exit threat makes reforms harder to negotiate ã¢â‚¬?'
Politics,582593440325595136,'last chance for ukraine and europe: the european union stands at a crossroads. the shape it takes five years f...'
Politics,582593354069778432,'@nigel_farage: he just doesnt get it does he? the european union wont let him do what he pretends he wants to. #battlefornumber10 httã¢â‚¬â¦'
Politics,582592854935117824,'helsinn group receives positive chmp opinion for akynzeoã‚â® (netupitant/palonosetron) for theã¢â‚¬â¦'
Politics,582592757182689280,'nato chief urges closer eu cooperation  #wsj'
Politics,582592553918197760,'european commission innovation union - report of the expert group on patent aggregation (viaã¢â‚¬â¦'
Politics,582592298351005696,'nato chief urges closer eu cooperation  (via ) #breakingnews'
Politics,582592177156558848,'nato chief seeks closer cooperation with the european union - abc news also calls for more defense spending  via @abc'
Politics,582592125633572864,'eu observers commend nigerian elections: election observers from the european union have given nigeriaã¢â‚¬â„¢s gener...'
Politics,582592123624505344,'eu observers commend nigerian elections: election observers from the european union have given nigeria...  #africa'
Politics,582591415642939392,'interesting article by margrethe vestager @vestager on tax rulings state aid and ccctb:'
Politics,582590826603237376,'.@ukip if we left the european union would we still be able to participate in the eurovision song contest?'
Politics,582590238767386626,'what is ukip thinking proposing that we leave the european union! we would no longer be able to participate in the eurovision song contest!'
Politics,582589877234978817,'eu observers commend nigerian elections: election observers from the european union have given nigeriaã¢â‚¬â„¢s gener...'
Politics,582589866451410944,'#dw_english eu observers commend nigerian elections: election observers from the european union have given nig...'
Social,582589470798716928,'european union recruiting 149 administrators \n'
Politics,582589408840458240,'eu observers commend nigerian elections  election observers from the european union have given nigeriaã¢â‚¬â„¢s general elã¢â‚¬â¦'
Politics,582589172076138496,'tobacco control policy development in the european union: do political factors matter?'
Social,582589031348719616,'@f_fusterfabra interesting. id like to interview you for our blog. see the link in my profile*\n @europe_ @georgesoros @european_union'
Technology,582589017067225089,'#tech europeã¢â‚¬â„¢s law enforcement chief joins in crypto panic - the director of europol the european unions law enf...'
Politics,582588873806602240,'\"last chance for ukraine and @europe_\" ... @georgesoros  @european_union #geopolitics'
Politics,582588802721542144,'council of the european union: stop ecig ban  via @ukchange'
Social,582588527042531328,'@otter1803 yea exactly. this party is also anti european union so its sort of weird mix of acceptable and unacceptable politics'
Social,582587984781963264,'the european union is created by brilliant minds ... collaborate with confidence :)'
Politics,582587549174095874,'nato chief seeks closer cooperation with the european union - abc news  via @abc via @londil'
Social,582586968057380864,'euro campaign significant - humphreys: boss david humphreys says gloucesters european challenge cup quarter-f...'
Politics,582586704449675267,'nato chief seeks closer cooperation with the european union'
Politics,582586569565040640,'#modiministry nato chief seeks closer cooperation with the european union'
Politics,582586475847528448,'important work \"@inclusioneurope: the fight against legal death >> #legalguardianship >>  \"'
Politics,582586337603239936,'russian do not allowed countries too choose if they wants belonging by european union. with treath of annexation.'
Social,582586326261858304,'nobel peace prize to the european union (eu) is a big joke'
Economy,582585974443646977,'@europe_s integrated market is still some way off @european_union @ecb'
Politics,582585397030449152,'#news nato chief seeks closer cooperation with the european union: brussels (ap) ã¢â‚¬â€? natos secretary-gen...  #world'
